,Unnamed: 0,t_county,wind_speed,CA_avg_temp_K,CA_air_density,case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_fips,p_name,p_year,p_tnum,p_cap,t_manu_x,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,retrofit,retrofit_year,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat,t_manu_y,tower_material,corrosion_protection,rotor_material,rotor_max_speed,rotor_tip_speed,rated_wind_speed,power_calc,power_calc_kW,percent_power_cap
1892,1892,Riverside County,2.866666667,293.002381,1.208010263,3003429.0,,,15309.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.615685,33.925194,,,,,,,,47215.99799,47.21599799,3.147733199
1893,1893,Riverside County,2.866666667,293.002381,1.208010263,3067650.0,,,15332.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.616249,33.921539,,,,,,,,47215.99799,47.21599799,3.147733199
1894,1894,Riverside County,2.866666667,293.002381,1.208010263,3067755.0,,,14825.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.616188,33.931328,,,,,,,,47215.99799,47.21599799,3.147733199
1895,1895,Riverside County,2.866666667,293.002381,1.208010263,3000243.0,,,15308.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.615814,33.925838,,,,,,,,47215.99799,47.21599799,3.147733199
1896,1896,Riverside County,2.866666667,293.002381,1.208010263,3067652.0,,,15161.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.621948,33.929901,,,,,,,,47215.99799,47.21599799,3.147733199
1897,1897,Riverside County,2.866666667,293.002381,1.208010263,3067515.0,,,15156.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.620316,33.928165,,,,,,,,47215.99799,47.21599799,3.147733199
1898,1898,Riverside County,2.866666667,293.002381,1.208010263,3067572.0,,,15174.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.62796,33.928738,,,,,,,,47215.99799,47.21599799,3.147733199
1899,1899,Riverside County,2.866666667,293.002381,1.208010263,3067649.0,,,15159.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.621933,33.930683,,,,,,,,47215.99799,47.21599799,3.147733199
1900,1900,Riverside County,2.866666667,293.002381,1.208010263,3071639.0,,,14766.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.607529,33.92836,,,,,,,,47215.99799,47.21599799,3.147733199
1901,1901,Riverside County,2.866666667,293.002381,1.208010263,3074251.0,,,15396.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.623344,33.920788,,,,,,,,47215.99799,47.21599799,3.147733199
1902,1902,Riverside County,2.866666667,293.002381,1.208010263,3072461.0,,,15232.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.632195,33.928013,,,,,,,,47215.99799,47.21599799,3.147733199
1903,1903,Riverside County,2.866666667,293.002381,1.208010263,3074000.0,,,15183.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.626045,33.924664,,,,,,,,47215.99799,47.21599799,3.147733199
1904,1904,Riverside County,2.866666667,293.002381,1.208010263,3071627.0,,,13659.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,7/28/17,Digital Globe,-116.612671,33.92786,,,,,,,,47215.99799,47.21599799,3.147733199
1905,1905,Riverside County,2.866666667,293.002381,1.208010263,3008784.0,,,15338.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.616585,33.919495,,,,,,,,47215.99799,47.21599799,3.147733199
1906,1906,Riverside County,2.866666667,293.002381,1.208010263,3005870.0,06-003131,,13658.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.615631,33.9244,,,,,,,,47215.99799,47.21599799,3.147733199
1907,1907,Riverside County,2.866666667,293.002381,1.208010263,3001439.0,,,14827.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.616188,33.929996,,,,,,,,47215.99799,47.21599799,3.147733199
1908,1908,Riverside County,2.866666667,293.002381,1.208010263,3002124.0,,,15224.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.630791,33.923695,,,,,,,,47215.99799,47.21599799,3.147733199
1909,1909,Riverside County,2.866666667,293.002381,1.208010263,3008818.0,,,15394.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.623085,33.922195,,,,,,,,47215.99799,47.21599799,3.147733199
1910,1910,Riverside County,2.866666667,293.002381,1.208010263,3001824.0,,,15173.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.628487,33.929394,,,,,,,,47215.99799,47.21599799,3.147733199
1911,1911,Riverside County,2.866666667,293.002381,1.208010263,3067829.0,,,15177.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.626999,33.926266,,,,,,,,47215.99799,47.21599799,3.147733199
1912,1912,Riverside County,2.866666667,293.002381,1.208010263,3072459.0,,,15229.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.63163,33.925846,,,,,,,,47215.99799,47.21599799,3.147733199
1913,1913,Riverside County,2.866666667,293.002381,1.208010263,3001651.0,,,15349.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.618385,33.922195,,,,,,,,47215.99799,47.21599799,3.147733199
1914,1914,Riverside County,2.866666667,293.002381,1.208010263,3004354.0,,,15336.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.616585,33.920696,,,,,,,,47215.99799,47.21599799,3.147733199
1915,1915,Riverside County,2.866666667,293.002381,1.208010263,3008663.0,,,15228.0,56012.0,CA,6065.0,Whitewater Hill,2002.0,41.0,61.5,GE Wind,GE1.5-65,1500.0,65.0,65.0,3318.31,97.5,0.0,,3.0,3.0,10/15/17,Digital Globe,-116.631187,33.925194,,,,,,,,47215.99799,47.21599799,3.147733199
1972,1972,San Bernardino County,3.35,291.1284,1.215803571,3035855.0,06-020386,2010-WTW-11968-OE,13726.0,,CA,6071.0,Barstow Marine Logistics Base,2009.0,1.0,1.5,AAER,A-1500,1500.0,80.0,77.0,4656.63,118.6,0.0,,2.0,3.0,11/9/17,Digital Globe,-116.959785,34.862396,AAER,Steel,Painted,GFK,,,11.8,106423.9985,106.4239985,7.09493323
1973,1973,San Bernardino County,3.35,291.1284,1.215803571,3043806.0,06-023265,2012-WTW-182-OE,15439.0,58102.0,CA,6071.0,Cemex Black Mountain Quarry,2012.0,2.0,3.0,GE Wind,GE1.5-77,1500.0,80.0,77.0,4656.63,118.6,0.0,,3.0,3.0,7/17/20,Digital Globe,-117.112556,34.623199,GE Wind,Steel,Painted,GFK,20.4,82.0,12.0,106423.9985,106.4239985,7.09493323
1974,1974,San Bernardino County,3.35,291.1284,1.215803571,3044214.0,06-023298,2012-WTW-374-OE,16297.0,52161.0,CA,6071.0,Cemex Black Mountain Quarry,2012.0,2.0,3.0,GE Wind,GE1.5-77,1500.0,80.0,77.0,4656.63,118.6,0.0,,2.0,3.0,7/17/20,Digital Globe,-117.11113,34.621078,GE Wind,Steel,Painted,GFK,20.4,82.0,12.0,106423.9985,106.4239985,7.09493323
1975,1975,San Bernardino County,3.35,291.1284,1.215803571,3043844.0,06-023239,2012-WTW-2183-OE,15437.0,58101.0,CA,6071.0,Cemex River Plant,2012.0,2.0,3.2,GE Wind,GE1.6-82.5,1600.0,80.0,82.5,5345.62,121.3,0.0,,3.0,3.0,11/8/20,Digital Globe,-117.305885,34.560097,GE Wind,Steel,Painted,GFRP,,,10.0,122170.3796,122.1703796,7.635648723
1976,1976,San Bernardino County,3.35,291.1284,1.215803571,3043843.0,06-023238,2012-WTW-2182-OE,15438.0,58101.0,CA,6071.0,Cemex River Plant,2012.0,2.0,3.2,GE Wind,GE1.6-82.5,1600.0,80.0,82.5,5345.62,121.3,0.0,,3.0,3.0,11/8/20,Digital Globe,-117.30719,34.561996,GE Wind,Steel,Painted,GFRP,,,10.0,122170.3796,122.1703796,7.635648723
1977,1977,San Bernardino County,3.35,291.1284,1.215803571,3037199.0,06-022026,2010-WTW-8489-OE,13705.0,55853.0,CA,6071.0,Inland Empire Utility Agency,2011.0,1.0,1.0,Mitsubishi,MWT62/1.0,1000.0,55.0,61.4,2960.92,85.6,0.0,,3.0,3.0,,Bing Maps Aerial,-117.52639,34.084896,Mitsubishi,Steel,Painted,,19.8,64.0,12.5,67669.74089,67.66974089,6.766974089
1978,1978,San Bernardino County,3.35,291.1284,1.215803571,3014629.0,06-002731,2003-AWP-2431-OE,13707.0,,CA,6071.0,Victorville Wind Project,2005.0,1.0,0.75,NEG Micon,NM48,750.0,55.0,48.0,1809.56,78.9,0.0,,3.0,3.0,,Bing Maps Aerial,-117.358292,34.557693,NEG Micon,Steel,Painted,GFRP,21.0,53.0,13.0,41356.21912,41.35621912,5.514162549
1979,1979,San Diego County,2.2,290.3552,1.219005684,3048243.0,06-037630,2013-WTW-6155-OE,,59328.0,CA,6073.0,Golden Acorn Casino,2014.0,1.0,1.85,GE Wind,GE1.85-82.5,1850.0,80.0,82.5,5345.62,121.3,0.0,,3.0,3.0,1/5/18,Digital Globe,-116.351318,32.701496,GE Wind,Steel,Painted,,,,13.0,34693.00035,34.69300035,1.875297316
1980,1980,San Diego County,2.2,290.3552,1.219005684,3016913.0,06-002925,2005-AWP-2094-OE,15819.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,1/5/18,Digital Globe,-116.337685,32.713997,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1981,1981,San Diego County,2.2,290.3552,1.219005684,3016901.0,06-002938,2005-AWP-2081-OE,15832.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.34539,32.732296,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1982,1982,San Diego County,2.2,290.3552,1.219005684,3016911.0,06-002928,2005-AWP-2091-OE,15822.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.34079,32.717796,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1983,1983,San Diego County,2.2,290.3552,1.219005684,3016922.0,06-002916,2005-AWP-2103-OE,15810.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.327385,32.703495,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1984,1984,San Diego County,2.2,290.3552,1.219005684,3016912.0,06-002927,2015-WTW-10722-OE,15821.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.339691,32.716595,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1985,1985,San Diego County,2.2,290.3552,1.219005684,3016904.0,06-002935,2005-AWP-2084-OE,15829.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.346786,32.727097,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1986,1986,San Diego County,2.2,290.3552,1.219005684,3016918.0,06-002920,2005-AWP-2099-OE,15814.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.331787,32.708195,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1987,1987,San Diego County,2.2,290.3552,1.219005684,3016910.0,06-002929,2005-AWP-2090-OE,15823.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.341789,32.719093,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1988,1988,San Diego County,2.2,290.3552,1.219005684,3016921.0,06-002917,2005-AWP-2102-OE,15811.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.328384,32.704697,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1989,1989,San Diego County,2.2,290.3552,1.219005684,3016920.0,06-002918,2015-WTW-10725-OE,15812.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.329491,32.705894,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1990,1990,San Diego County,2.2,290.3552,1.219005684,3016905.0,06-002934,2005-AWP-2085-OE,15828.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.346985,32.725296,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1991,1991,San Diego County,2.2,290.3552,1.219005684,3016908.0,06-002931,2005-AWP-2088-OE,15825.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.343689,32.721695,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1992,1992,San Diego County,2.2,290.3552,1.219005684,3016916.0,06-002922,2005-AWP-2097-OE,15816.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.33419,32.710495,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1993,1993,San Diego County,2.2,290.3552,1.219005684,3016902.0,06-002937,2005-AWP-2082-OE,15831.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.345688,32.730595,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1994,1994,San Diego County,2.2,290.3552,1.219005684,3016915.0,06-002923,2005-AWP-2096-OE,15817.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.335289,32.711697,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1995,1995,San Diego County,2.2,290.3552,1.219005684,3016923.0,06-002915,2015-WTW-10726-OE,15809.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.326187,32.702396,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1996,1996,San Diego County,2.2,290.3552,1.219005684,3016919.0,06-002919,2005-AWP-2100-OE,15813.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.330589,32.707096,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1997,1997,San Diego County,2.2,290.3552,1.219005684,3085005.0,06-002939,2015-WTW-10718-OE,15833.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,1/5/18,Digital Globe,-116.344841,32.733913,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1998,1998,San Diego County,2.2,290.3552,1.219005684,3062789.0,06-002926,2005-AWP-2093-OE,,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,1/5/18,Digital Globe,-116.338692,32.715294,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
1999,1999,San Diego County,2.2,290.3552,1.219005684,3016907.0,06-002932,2005-AWP-2087-OE,15826.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.344788,32.722897,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
2000,2000,San Diego County,2.2,290.3552,1.219005684,3016906.0,06-002933,2015-WTW-10720-OE,15827.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,1/5/18,Digital Globe,-116.345985,32.723995,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
2001,2001,San Diego County,2.2,290.3552,1.219005684,3085774.0,06-002936,2015-WTW-10719-OE,15830.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,1/5/18,Digital Globe,-116.346115,32.72879,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
2002,2002,San Diego County,2.2,290.3552,1.219005684,3016914.0,06-002924,2015-WTW-10723-OE,15818.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.336586,32.712795,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
2003,2003,San Diego County,2.2,290.3552,1.219005684,3016917.0,06-002921,2015-WTW-10724-OE,15815.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,,Bing Maps Aerial,-116.333092,32.709293,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
2004,2004,San Diego County,2.2,290.3552,1.219005684,3066018.0,06-002930,2015-WTW-10721-OE,15824.0,56295.0,CA,6073.0,Kumeyaay Phase I,2005.0,25.0,50.0,Gamesa,G87-2.0,2000.0,67.0,87.0,5944.68,110.6,0.0,,3.0,3.0,1/5/18,Digital Globe,-116.342712,32.720367,Gamesa,,,Preimpregnated epoxy glass fiber + carbon fiber,,,,38580.89152,38.58089152,1.929044576
2005,2005,San Diego County,2.2,290.3552,1.219005684,3077383.0,06-172760,2016-WTW-5343-OE,,57913.0,CA,6073.0,Tule,2018.0,57.0,131.1,GE Wind,GE2.3-107,2300.0,80.0,107.0,8992.02,133.5,0.0,,3.0,3.0,1/2/18,Digital Globe,-116.281334,32.731361,,,,,,,,58358.08625,58.35808625,2.537308098
2006,2006,San Diego County,2.2,290.3552,1.219005684,3081790.0,06-173355,2016-WTW-5308-OE,,57913.0,CA,6073.0,Tule,2018.0,57.0,131.1,GE Wind,GE2.3-107,2300.0,80.0,107.0,8992.02,133.5,0.0,,3.0,3.0,1/5/18,Digital Globe,-116.333107,32.777653,,,,,,,,58358.08625,58.35808625,2.537308098
2007,2007,San Diego County,2.2,290.3552,1.219005684,3081778.0,06-173397,2016-WTW-5315-OE,,57913.0,CA,6073.0,Tule,2018.0,57.0,131.1,GE Wind,GE2.3-107,2300.0,80.0,107.0,8992.02,133.5,0.0,,3.0,3.0,1/5/18,Digital Globe,-116.319183,32.787563,,,,,,,,58358.08625,58.35808625,2.537308098
2008,2008,San Diego County,2.2,290.3552,1.219005684,3082225.0,06-173486,2016-WTW-5311-OE,,57913.0,CA,6073.0,Tule,2018.0,57.0,131.1,GE Wind,GE2.3-107,2300.0,80.0,107.0,8992.02,133.5,0.0,,3.0,3.0,1/5/18,Digital Globe,-116.327248,32.785423,,,,,,,,58358.08625,58.35808625,2.537308098
2009,2009,San Diego County,2.2,290.3552,1.219005684,3076110.0,06-172806,2016-WTW-5340-OE,,57913.0,CA,6073.0,Tule,2018.0,57.0,131.1,GE Wind,GE2.3-107,2300.0,80.0,107.0,8992.02,133.5,0.0,,3.0,3.0,1/2/18,Digital Globe,-116.281921,32.739479,,,,,,,,58358.08625,58.35808625,2.537308098
2010,2010,San Diego County,2.2,290.3552,1.219005684,3082152.0,06-173293,2016-WTW-5335-OE,,57913.0,CA,6073.0,Tule,2018.0,57.0,131.1,GE Wind,GE2.3-107,2300.0,80.0,107.0,8992.02,133.5,0.0,,3.0,3.0,1/5/18,Digital Globe,-116.298508,32.758354,,,,,,,,58358.08625,58.35808625,2.537308098
2011,2011,San Diego County,2.2,290.3552,1.219005684,3082174.0,06-172935,2016-WTW-5339-OE,,57913.0,CA,6073.0,Tule,2018.0,57.0,131.1,GE Wind,GE2.3-107,2300.0,80.0,107.0,8992.02,133.5,0.0,,3.0,3.0,1/2/18,Digital Globe,-116.28109,32.745228,,,,,,,,58358.08625,58.35808625,2.537308098
2012,2012,San Diego County,2.2,290.3552,1.219005684,3077394.0,06-172834,2016-WTW-5337-OE,,57913.0,CA,6073.0,Tule,2018.0,57.0,131.1,GE Wind,GE2.3-107,2300.0,80.0,107.0,8992.02,133.5,0.0,,3.0,3.0,1/5/18,Digital Globe,-116.286171,32.750587,,,,,,,,58358.08625,58.35808625,2.537308098
2013,2013,San Diego County,2.2,290.3552,1.219005684,3081838.0,06-172934,2016-WTW-5350-OE,,57913.0,CA,6073.0,Tule,2018.0,57.0,131.1,GE Wind,GE2.3-107,2300.0,80.0,107.0,8992.02,133.5,0.0,,3.0,3.0,1/2/18,Digital Globe,-116.263664,32.738239,,,,,,,,58358.08625,58.35808625,2.537308098
2014,2014,San Diego County,2.2,290.3552,1.219005684,3076245.0,06-172904,2016-WTW-5332-OE,,57913.0,CA,6073.0,Tule,2018.0,57.0,131.1,GE Wind,GE2.3-107,2300.0,80.0,107.0,8992.02,133.5,0.0,,3.0,3.0,1/2/18,Digital Globe,-116.275726,32.763577,,,,,,,,58358.08625,58.35808625,2.537308098
2015,2015,San Diego County,2.2,290.3552,1.219005684,3081878.0,06-172905,2016-WTW-5331-OE,,57913.0,CA,6073.0,Tule,2018.0,57.0,131.1,GE Wind,GE2.3-107,2300.0,80.0,107.0,8992.02,133.5,0.0,,3.0,3.0,1/2/18,Digital Globe,-116.279617,32.765369,,,,,,,,58358.08625,58.35808625,2.537308098
2016,2016,San Diego County,2.2,290.3552,1.219005684,3081882.0,06-173356,2016-WTW-5328-OE,,57913.0,CA,6073.0,Tule,2018.0,57.0,131.1,GE Wind,GE2.3-107,2300.0,80.0,107.0,8992.02,133.5,0.0,,3.0,3.0,1/5/18,Digital Globe,-116.285515,32.769958,,,,,,,,58358.08625,58.35808625,2.537308098
2017,2017,San Diego County,2.2,290.3552,1.219005684,3077730.0,06-165265,2016-WTW-5349-OE,,57913.0,CA,6073.0,Tule,2018.0,57.0,131.1,GE Wind,GE2.3-107,2300.0,80.0,107.0,8992.02,133.5,0.0,,3.0,3.0,1/2/18,Digital Globe,-116.273338,32.718918,,,,,,,,58358.08625,58.35808625,2.537308098
